timestamp,context_type,people_in_room,ambient_noise,network_activity_level,door_open_events
2025-01-03T05:00:00+00:00,environment,1,0.38742716943961053,0.5977734171207292,5
2025-01-03T06:00:00+00:00,environment,2,0.27647032486839324,0.3026709974527544,2
2025-01-03T07:00:00+00:00,environment,2,0.4294422296707062,0.6894724754832151,3
2025-01-03T08:00:00+00:00,environment,1,0.42951802771390224,0.3201664016857646,2
2025-01-03T09:00:00+00:00,environment,1,0.3214551006714275,0.21832751422300295,3
2025-01-03T10:00:00+00:00,environment,2,0.5156994021496317,0.25618944116615083,3
2025-01-03T11:00:00+00:00,environment,2,0.5466032054257395,0.609959248070796,3
2025-01-03T12:00:00+00:00,environment,2,0.46198818325325236,0.16810926081603556,1
2025-01-03T13:00:00+00:00,environment,2,0.5273327061895161,0.3750193796735844,4
2025-01-03T14:00:00+00:00,environment,1,0.46041960328245785,0.3677105988903667,2
2025-01-03T15:00:00+00:00,environment,1,0.38666623043414,0.6656557643238523,5
2025-01-03T16:00:00+00:00,environment,1,0.3335403794111915,0.2796248916014221,1
2025-01-03T17:00:00+00:00,environment,2,0.3948074865900458,0.17476164035849728,5
2025-01-03T18:00:00+00:00,environment,2,0.30492602755365833,0.5231988268233543,2
2025-01-03T19:00:00+00:00,environment,2,0.3911472699826131,0.18331472407534594,3
2025-01-03T20:00:00+00:00,environment,1,0.19962610857922597,0.9253164471942112,1
2025-01-03T21:00:00+00:00,environment,1,0.2276407837046942,0.8217719604124564,0
2025-01-03T22:00:00+00:00,environment,1,0.24906843750861427,0.9125086705260373,1
2025-01-03T23:00:00+00:00,environment,1,0.06706379582546401,0.9852505934347755,1
2025-01-04T00:00:00+00:00,environment,2,0.4731719946608461,0.3109323291408551,3
2025-01-04T01:00:00+00:00,environment,1,0.408139965634968,0.4819318060210456,1
2025-01-04T02:00:00+00:00,environment,1,0.2747237379076408,0.4569576790083464,3
2025-01-04T03:00:00+00:00,environment,2,0.4000844326279,0.12428237927129421,4
2025-01-04T04:00:00+00:00,environment,2,0.4563703090413982,0.12055055181050928,4
2025-01-04T05:00:00+00:00,environment,2,0.47817029365428454,0.1581228957218031,4
2025-01-04T06:00:00+00:00,environment,2,0.505295930920467,0.6365023359143365,1
2025-01-04T07:00:00+00:00,environment,2,0.3239987381842545,0.42695437870979935,4
2025-01-04T08:00:00+00:00,environment,2,0.5474787904819337,0.6745758950540592,2
2025-01-04T09:00:00+00:00,environment,2,0.5152042961188191,0.5340617168958451,2
2025-01-04T10:00:00+00:00,environment,1,0.3806822065362655,0.12343464874864168,2
2025-01-04T11:00:00+00:00,environment,1,0.4073522606987354,0.46992834863629307,1
2025-01-04T12:00:00+00:00,environment,2,0.27903988356020887,0.337726124875178,3
2025-01-04T13:00:00+00:00,environment,2,0.34573162369423016,0.5278503927694209,2
2025-01-04T14:00:00+00:00,environment,1,0.3859529365607452,0.16805949876129705,5
2025-01-04T15:00:00+00:00,environment,2,0.29321612781296885,0.5776408589344999,4
2025-01-04T16:00:00+00:00,environment,1,0.5451105118362995,0.40036901912117323,2
2025-01-04T17:00:00+00:00,environment,2,0.5286227065967021,0.25742384866945156,1
2025-01-04T18:00:00+00:00,environment,2,0.46983401176549683,0.2565128848394952,5
2025-01-04T19:00:00+00:00,environment,1,0.4903470050126202,0.6257860839149938,2
2025-01-04T20:00:00+00:00,environment,1,0.05560936301517251,0.9283778252022548,1
2025-01-04T21:00:00+00:00,environment,1,0.1502555315652045,0.8707768523988659,0
2025-01-04T22:00:00+00:00,environment,1,0.15576640536852715,0.9837768127162145,1
2025-01-04T23:00:00+00:00,environment,1,0.24674517837624593,0.8368000152424806,1
2025-01-05T00:00:00+00:00,environment,1,0.3004655804849484,0.6149993805679295,3
2025-01-05T01:00:00+00:00,environment,2,0.47441207396984814,0.19403802021685623,1
2025-01-05T02:00:00+00:00,environment,1,0.41846345153746684,0.3539284749776729,2
2025-01-05T03:00:00+00:00,environment,1,0.4029727050338926,0.10857961602486021,3
2025-01-05T04:00:00+00:00,environment,1,0.5119404754063894,0.47206695759946127,2
2025-01-05T05:00:00+00:00,environment,2,0.3977849008810193,0.4064239925901727,2
2025-01-05T06:00:00+00:00,environment,1,0.5134461779348112,0.18832026236803967,3
2025-01-05T07:00:00+00:00,environment,1,0.3834413110410978,0.4198127435365649,1
2025-01-05T08:00:00+00:00,environment,1,0.39521777422957677,0.34560618236244367,5
2025-01-05T09:00:00+00:00,environment,2,0.5190437665371118,0.6569827210254746,1
2025-01-05T10:00:00+00:00,environment,2,0.5375427876499116,0.3715857801472246,4
2025-01-05T11:00:00+00:00,environment,1,0.27959727279770763,0.2575628733107689,1
2025-01-05T12:00:00+00:00,environment,1,0.4460760913906487,0.1031356807061688,2
2025-01-05T13:00:00+00:00,environment,1,0.5397227910022058,0.5818667545660725,1
2025-01-05T14:00:00+00:00,environment,2,0.49817869824527256,0.583143855451177,5
2025-01-05T15:00:00+00:00,environment,1,0.32182402989025016,0.6222687914009217,4
2025-01-05T16:00:00+00:00,environment,1,0.42421578285831163,0.43416312552011294,3
2025-01-05T17:00:00+00:00,environment,2,0.2751909012328218,0.3727862801056002,2
2025-01-05T18:00:00+00:00,environment,1,0.40575244400847665,0.31882225679598875,3
2025-01-05T19:00:00+00:00,environment,1,0.40168615965610105,0.26207554044250214,1
2025-01-05T20:00:00+00:00,environment,1,0.17556773045927734,0.9055832005745963,1
2025-01-05T21:00:00+00:00,environment,1,0.0746073406531528,0.8713854038775922,1
2025-01-05T22:00:00+00:00,environment,1,0.20824854975752197,0.9804563022844852,0
2025-01-05T23:00:00+00:00,environment,1,0.1825198062740316,0.9121556390782932,1
2025-01-06T00:00:00+00:00,environment,1,0.2721693793063701,0.13278425733938692,2
2025-01-06T01:00:00+00:00,environment,1,0.27598346329248274,0.11466236078650588,5
2025-01-06T02:00:00+00:00,environment,1,0.545406966230021,0.42670100596122096,2
2025-01-06T03:00:00+00:00,environment,1,0.31024136916727074,0.3182667393887032,2
2025-01-06T04:00:00+00:00,environment,2,0.3601096161585232,0.4161671330763831,3
2025-01-06T05:00:00+00:00,environment,2,0.5492204381012781,0.36613774481537675,2
2025-01-06T06:00:00+00:00,environment,2,0.5492867958373706,0.5685596435588678,4
2025-01-06T07:00:00+00:00,environment,1,0.411670683440058,0.3110865983573442,3
2025-01-06T08:00:00+00:00,environment,2,0.36221980287427286,0.4211159869169667,4
2025-01-06T09:00:00+00:00,environment,1,0.4331101422249474,0.5654547784378572,1
2025-01-06T10:00:00+00:00,environment,1,0.2575772836249346,0.10384773966388888,3
2025-01-06T11:00:00+00:00,environment,2,0.3649118184504988,0.4726525110523625,2
2025-01-06T12:00:00+00:00,environment,2,0.3587771999380613,0.5243244909842981,2
2025-01-06T13:00:00+00:00,environment,2,0.4054180265642007,0.6821608581236154,3
2025-01-06T14:00:00+00:00,environment,2,0.37362984316511594,0.16473539856964414,4
2025-01-06T15:00:00+00:00,environment,1,0.48995568565053527,0.3009185397333847,4
2025-01-06T16:00:00+00:00,environment,1,0.4111015022720522,0.5407790205704488,4
2025-01-06T17:00:00+00:00,environment,2,0.44768353945761835,0.4511619878721796,4
2025-01-06T18:00:00+00:00,environment,1,0.3044691907185478,0.5410960311912052,3
2025-01-06T19:00:00+00:00,environment,2,0.53952562049307,0.6202804035778706,3
2025-01-06T20:00:00+00:00,environment,1,0.11686661938764252,0.802952289718467,1
2025-01-06T21:00:00+00:00,environment,1,0.05160769510394271,0.9727194409490332,1
2025-01-06T22:00:00+00:00,environment,1,0.05344924874077589,0.9752040883735557,0
2025-01-06T23:00:00+00:00,environment,1,0.15851488719619394,0.9633069116904481,1
2025-01-07T00:00:00+00:00,environment,2,0.4986025536599523,0.5112588413231826,4
2025-01-07T01:00:00+00:00,environment,1,0.3819765064302668,0.3708293699239552,1
2025-01-07T02:00:00+00:00,environment,1,0.31812664943685726,0.15380065620770314,3
2025-01-07T03:00:00+00:00,environment,1,0.3071134814811787,0.5720770613672664,4
2025-01-07T04:00:00+00:00,environment,2,0.30690063761947795,0.47961608999717276,4
2025-01-07T05:00:00+00:00,environment,1,0.2898830530144555,0.36011643770049523,3
2025-01-07T06:00:00+00:00,environment,1,0.30751448224718114,0.3997703230835074,3
2025-01-07T07:00:00+00:00,environment,2,0.5446100733733849,0.1237647925461095,4
2025-01-07T08:00:00+00:00,environment,1,0.47587222289469094,0.5412640744181215,3
2025-01-07T09:00:00+00:00,environment,2,0.44907896716369505,0.5485610954163302,2
2025-01-07T10:00:00+00:00,environment,1,0.5026025895648532,0.42873050123692663,2
2025-01-07T11:00:00+00:00,environment,2,0.546350943670117,0.40760632737769764,3
2025-01-07T12:00:00+00:00,environment,1,0.40484854796116704,0.6812708793855968,2
2025-01-07T13:00:00+00:00,environment,1,0.5192503096523021,0.33063717207584054,5
2025-01-07T14:00:00+00:00,environment,1,0.2513896972429478,0.6722354825096659,2
2025-01-07T15:00:00+00:00,environment,2,0.2642150613254596,0.5489517487780085,2
2025-01-07T16:00:00+00:00,environment,2,0.5399799978637286,0.1271358558082582,2
2025-01-07T17:00:00+00:00,environment,2,0.5489305768936776,0.31782683081204277,5
2025-01-07T18:00:00+00:00,environment,2,0.4657935503676449,0.3291380944606728,3
2025-01-07T19:00:00+00:00,environment,2,0.45571865639046405,0.27304001802909916,3
2025-01-07T20:00:00+00:00,environment,1,0.14501511931146677,0.9132485584968726,1
2025-01-07T21:00:00+00:00,environment,1,0.06319592552120229,0.8812111164094256,1
2025-01-07T22:00:00+00:00,environment,1,0.06681086842642804,0.8636975560333678,1
2025-01-07T23:00:00+00:00,environment,1,0.24865610754395479,0.9265377302546014,1
2025-01-08T00:00:00+00:00,environment,2,0.5391633241146075,0.4991996894859947,2
2025-01-08T01:00:00+00:00,environment,2,0.3178209315287799,0.4390034655657473,2
2025-01-08T02:00:00+00:00,environment,2,0.4778469463814986,0.6183365811703929,2
2025-01-08T03:00:00+00:00,environment,2,0.49161122094826987,0.3320219149705625,2
2025-01-08T04:00:00+00:00,environment,1,0.2818547353930464,0.46922331021424085,1
2025-01-08T05:00:00+00:00,environment,1,0.45027023608158634,0.3718423977266689,5
2025-01-08T06:00:00+00:00,environment,1,0.4071676020403721,0.6479084605264136,2
2025-01-08T07:00:00+00:00,environment,1,0.529853418383115,0.3995881687010489,4
2025-01-08T08:00:00+00:00,environment,2,0.3268306967438908,0.5715044618996163,4
2025-01-08T09:00:00+00:00,environment,2,0.4256712540846666,0.5756662636095251,2
2025-01-08T10:00:00+00:00,environment,2,0.4835741031487778,0.6801480041655847,2
2025-01-08T11:00:00+00:00,environment,1,0.54289141330208,0.46158499442696405,1
2025-01-08T12:00:00+00:00,environment,2,0.5308129868068959,0.6906548129390024,2
2025-01-08T13:00:00+00:00,environment,2,0.3876095671903611,0.33880587463893463,4
2025-01-08T14:00:00+00:00,environment,1,0.3779131857204333,0.24791908187346753,2
2025-01-08T15:00:00+00:00,environment,1,0.5377685167025482,0.3513287308104985,4
2025-01-08T16:00:00+00:00,environment,1,0.5096071151260116,0.4749402093861368,5
2025-01-08T17:00:00+00:00,environment,1,0.4114100715543773,0.21462739584080776,2
2025-01-08T18:00:00+00:00,environment,2,0.491025023805004,0.21987669723698205,4
2025-01-08T19:00:00+00:00,environment,2,0.39476464935533684,0.5601470506269575,3
2025-01-08T20:00:00+00:00,environment,1,0.20274111906115094,0.9773186563602124,1
2025-01-08T21:00:00+00:00,environment,1,0.24840483778309883,0.8326929674290424,1
2025-01-08T22:00:00+00:00,environment,1,0.12932527337737618,0.9016466347648149,1
2025-01-08T23:00:00+00:00,environment,1,0.08990609665476293,0.8782219970121085,1
2025-01-09T00:00:00+00:00,environment,1,0.27734549665817365,0.546816527411051,4
2025-01-09T01:00:00+00:00,environment,2,0.5368884979511437,0.6968104982888057,1
2025-01-09T02:00:00+00:00,environment,1,0.2746468253822381,0.5067339862105369,5
2025-01-09T03:00:00+00:00,environment,1,0.40789890626616293,0.41995799857616584,2
2025-01-09T04:00:00+00:00,environment,2,0.3684168377737486,0.3522787475402176,5
2025-01-09T05:00:00+00:00,environment,1,0.365640405644549,0.562090210721323,3
2025-01-09T06:00:00+00:00,environment,2,0.3933439412826249,0.26999531354118345,2
2025-01-09T07:00:00+00:00,environment,2,0.33256380496130233,0.6984204281765458,1
2025-01-09T08:00:00+00:00,environment,2,0.5342104905911734,0.13522296712219045,4
2025-01-09T09:00:00+00:00,environment,2,0.4346090280093272,0.6280713169319772,2
2025-01-09T10:00:00+00:00,environment,2,0.4151525033144972,0.3066238126964852,3
2025-01-09T11:00:00+00:00,environment,1,0.38663292744771743,0.19387688135844133,4
2025-01-09T12:00:00+00:00,environment,1,0.390103474365308,0.6457455505976502,5
2025-01-09T13:00:00+00:00,environment,2,0.25900466239247366,0.6438260034560064,2
2025-01-09T14:00:00+00:00,environment,1,0.5208972592225628,0.15702628850176173,2
2025-01-09T15:00:00+00:00,environment,2,0.3903145612290092,0.33380603626773536,4
2025-01-09T16:00:00+00:00,environment,2,0.5474285383909904,0.17377675436908707,4
2025-01-09T17:00:00+00:00,environment,2,0.32215531397643743,0.38802141014353453,1
2025-01-09T18:00:00+00:00,environment,1,0.28766928258983404,0.5245376516197819,3
2025-01-09T19:00:00+00:00,environment,1,0.42870836481550484,0.14088567566548843,2
2025-01-09T20:00:00+00:00,environment,1,0.1394527131145451,0.956269258134383,1
2025-01-09T21:00:00+00:00,environment,1,0.22763833366938405,0.8327654144831957,1
2025-01-09T22:00:00+00:00,environment,1,0.16836073364009774,0.9855980102431723,1
2025-01-09T23:00:00+00:00,environment,1,0.0953173638935737,0.9278326068445675,0
2025-01-10T00:00:00+00:00,environment,2,0.3618487419570497,0.6328779841395502,5
2025-01-10T01:00:00+00:00,environment,1,0.27870043312182025,0.6946478799766103,2
2025-01-10T02:00:00+00:00,environment,1,0.3256519837113621,0.30451244987278736,2
2025-01-10T03:00:00+00:00,environment,1,0.25660720970753936,0.5805902186747822,2
2025-01-10T04:00:00+00:00,environment,2,0.4440765288560761,0.3883276580575671,5
2025-01-10T05:00:00+00:00,environment,1,0.30351645759863083,0.4464635778236767,2
2025-01-10T06:00:00+00:00,environment,1,0.52232174195211,0.6352951587240148,3
2025-01-10T07:00:00+00:00,environment,1,0.4200351049831799,0.1505084101682365,2
2025-01-10T08:00:00+00:00,environment,2,0.346349852007767,0.2280344614668103,4
2025-01-10T09:00:00+00:00,environment,2,0.3481218454055708,0.6624347647224789,4
2025-01-10T10:00:00+00:00,environment,2,0.3128396626044546,0.4888579746144286,4
2025-01-10T11:00:00+00:00,environment,2,0.4413880869178096,0.1973371056414684,2
2025-01-10T12:00:00+00:00,environment,2,0.2911335990571848,0.4538146739361297,5
2025-01-10T13:00:00+00:00,environment,1,0.5401364586819691,0.6300052007670807,4
2025-01-10T14:00:00+00:00,environment,2,0.5103169547365942,0.20259549266583743,4
2025-01-10T15:00:00+00:00,environment,1,0.5126916430997207,0.4199986353710239,4
2025-01-10T16:00:00+00:00,environment,1,0.3226119091387727,0.6029008858205993,3
2025-01-10T17:00:00+00:00,environment,2,0.4676608336005613,0.20181199831929192,2
2025-01-10T18:00:00+00:00,environment,1,0.5250035994729918,0.1825532301475617,2
2025-01-10T19:00:00+00:00,environment,2,0.5004610015007692,0.502278688506244,3
2025-01-10T20:00:00+00:00,environment,1,0.23927928250055644,0.9848142988172527,1
2025-01-10T21:00:00+00:00,environment,1,0.20506125147337767,0.9618694737217065,1
2025-01-10T22:00:00+00:00,environment,1,0.20191605989701408,0.8780754908987435,0
2025-01-10T23:00:00+00:00,environment,1,0.09806278296851093,0.9015499729528728,0
2025-01-11T00:00:00+00:00,environment,2,0.5393179163008471,0.12642801268483284,2
2025-01-11T01:00:00+00:00,environment,1,0.4913085140590631,0.26276226031497707,2
2025-01-11T02:00:00+00:00,environment,1,0.29497534654858126,0.5318912773796239,4
2025-01-11T03:00:00+00:00,environment,1,0.3848326588955624,0.4769146882286815,5
2025-01-11T04:00:00+00:00,environment,2,0.4909087266166313,0.6866376512264971,3
2025-01-11T05:00:00+00:00,environment,1,0.4740698194708637,0.17265779598460176,3
2025-01-11T06:00:00+00:00,environment,2,0.41750632211186983,0.3202872287243937,3
2025-01-11T07:00:00+00:00,environment,1,0.2722415995874633,0.34749237503666874,1
2025-01-11T08:00:00+00:00,environment,2,0.38429083656243834,0.6294209011887211,5
2025-01-11T09:00:00+00:00,environment,1,0.37610745222630154,0.6360550865353312,1
2025-01-11T10:00:00+00:00,environment,1,0.3305843864600443,0.5516550592489489,4
2025-01-11T11:00:00+00:00,environment,2,0.372080318940964,0.43299998758699276,3
2025-01-11T12:00:00+00:00,environment,2,0.5266579075399899,0.24947394997411196,2
2025-01-11T13:00:00+00:00,environment,1,0.45917571515234307,0.6429333104725563,2
2025-01-11T14:00:00+00:00,environment,1,0.5404562504911429,0.1871684173408132,5
2025-01-11T15:00:00+00:00,environment,2,0.4898514500085346,0.30184351513264235,4
2025-01-11T16:00:00+00:00,environment,1,0.2862509462523434,0.16442373094942292,1
2025-01-11T17:00:00+00:00,environment,2,0.4465242706554158,0.29274227152348475,3
2025-01-11T18:00:00+00:00,environment,2,0.30487868788330036,0.27332090893213445,3
2025-01-11T19:00:00+00:00,environment,2,0.2888765995546427,0.6150014471417065,3
2025-01-11T20:00:00+00:00,environment,1,0.07878807997698659,0.9099807713964972,1
2025-01-11T21:00:00+00:00,environment,1,0.22599468926017813,0.8921145301525503,0
2025-01-11T22:00:00+00:00,environment,1,0.08630097602864994,0.9878490331002256,0
2025-01-11T23:00:00+00:00,environment,1,0.1991044982240621,0.8317021752612457,1
2025-01-12T00:00:00+00:00,environment,2,0.5145861173103348,0.4924619033034698,1
2025-01-12T01:00:00+00:00,environment,1,0.3552796605594897,0.33296406953786695,5
2025-01-12T02:00:00+00:00,environment,1,0.3406520843154299,0.39547355280009067,1
2025-01-12T03:00:00+00:00,environment,1,0.2821386751631654,0.6026693288194422,2
2025-01-12T04:00:00+00:00,environment,2,0.4354953563111794,0.2834353702342691,2
2025-01-12T05:00:00+00:00,environment,2,0.4916304096535574,0.371615126209497,3
2025-01-12T06:00:00+00:00,environment,2,0.3775634319488651,0.5356470137657954,1
2025-01-12T07:00:00+00:00,environment,1,0.5269048540232621,0.4695422608923987,3
2025-01-12T08:00:00+00:00,environment,2,0.3679002227595676,0.38034736883406917,2
2025-01-12T09:00:00+00:00,environment,1,0.25765681725140654,0.5389053423132599,3
2025-01-12T10:00:00+00:00,environment,2,0.30304481490729,0.24639005781040582,4
2025-01-12T11:00:00+00:00,environment,1,0.40102397620574387,0.1741489104468858,2
2025-01-12T12:00:00+00:00,environment,2,0.42072124279372514,0.22722084695081382,2
2025-01-12T13:00:00+00:00,environment,1,0.2925429483992285,0.679432511304823,4
2025-01-12T14:00:00+00:00,environment,1,0.35714805457654547,0.20356167736000402,2
2025-01-12T15:00:00+00:00,environment,2,0.29102588598860346,0.627887037810035,4
2025-01-12T16:00:00+00:00,environment,2,0.3990166071762656,0.25502059286240775,4
2025-01-12T17:00:00+00:00,environment,2,0.4075947986038374,0.12856803184970095,2
2025-01-12T18:00:00+00:00,environment,1,0.30395140539313925,0.4050527684646462,4
2025-01-12T19:00:00+00:00,environment,2,0.4302708908570083,0.548772125257057,4
2025-01-12T20:00:00+00:00,environment,1,0.21307268905262064,0.8620368940906854,1
2025-01-12T21:00:00+00:00,environment,1,0.1775359785728579,0.9001032706080273,1
2025-01-12T22:00:00+00:00,environment,1,0.058441504807809436,0.9503027609725624,1
2025-01-12T23:00:00+00:00,environment,1,0.21951881739410492,0.9154217002160734,1
2025-01-13T00:00:00+00:00,environment,1,0.33454526490835157,0.23675944865867715,5
2025-01-13T01:00:00+00:00,environment,2,0.5002302570702695,0.4412101360720661,2
2025-01-13T02:00:00+00:00,environment,1,0.41509026195433046,0.11138714632301228,4
2025-01-13T03:00:00+00:00,environment,2,0.34769059762405785,0.5078737252467503,3
2025-01-13T04:00:00+00:00,environment,1,0.3351976578747733,0.41671615229552006,4
2025-01-13T05:00:00+00:00,environment,1,0.3058736186554087,0.13662983248979815,4
2025-01-13T06:00:00+00:00,environment,1,0.44413126116883217,0.23305110315447314,4
2025-01-13T07:00:00+00:00,environment,1,0.2657106040430772,0.40614009982890936,4
2025-01-13T08:00:00+00:00,environment,2,0.5412573342794439,0.37385176429945277,3
2025-01-13T09:00:00+00:00,environment,2,0.410062476411571,0.16872346912424113,4
2025-01-13T10:00:00+00:00,environment,2,0.2880408665804839,0.2871127047501695,1
2025-01-13T11:00:00+00:00,environment,1,0.39450163481334877,0.3148108547015721,3
2025-01-13T12:00:00+00:00,environment,2,0.31417707797970235,0.5547830171025664,4
2025-01-13T13:00:00+00:00,environment,2,0.3445963562655748,0.6619004994115596,2
2025-01-13T14:00:00+00:00,environment,1,0.29082635559511527,0.6349540033866488,2
2025-01-13T15:00:00+00:00,environment,1,0.4575914682464395,0.4441868205542027,4
2025-01-13T16:00:00+00:00,environment,1,0.4486708415315934,0.10545134501047188,2
2025-01-13T17:00:00+00:00,environment,1,0.3865788931759486,0.18749384941635439,3
2025-01-13T18:00:00+00:00,environment,1,0.37427940247113034,0.14453290839575827,3
2025-01-13T19:00:00+00:00,environment,2,0.3450703777157031,0.5237900417829455,3
2025-01-13T20:00:00+00:00,environment,1,0.11069571994036226,0.8605156533068795,1
2025-01-13T21:00:00+00:00,environment,1,0.24555430599991393,0.9374968524360197,1
2025-01-13T22:00:00+00:00,environment,1,0.09323430962703758,0.9525822429386126,1
2025-01-13T23:00:00+00:00,environment,1,0.060884273715161794,0.9692918272604755,1
2025-01-14T00:00:00+00:00,environment,2,0.528185149510364,0.11814803523049128,5
2025-01-14T01:00:00+00:00,environment,2,0.48422397217843605,0.38382685936350946,4
2025-01-14T02:00:00+00:00,environment,2,0.3645022167619712,0.5335793383734788,5
2025-01-14T03:00:00+00:00,environment,2,0.5370639482633689,0.5419703380206267,2
2025-01-14T04:00:00+00:00,environment,2,0.4499022294158666,0.1198407840707334,2
2025-01-14T05:00:00+00:00,environment,1,0.47306914215158,0.5782795955779209,4
2025-01-14T06:00:00+00:00,environment,1,0.2716470044416328,0.279665930673074,4
2025-01-14T07:00:00+00:00,environment,2,0.5108127001312593,0.2245091888716834,4
2025-01-14T08:00:00+00:00,environment,2,0.5280190057508355,0.5637166263138655,3
2025-01-14T09:00:00+00:00,environment,2,0.34248330840506164,0.5716871436415216,4
2025-01-14T10:00:00+00:00,environment,2,0.32271881611271797,0.6094005039231389,2
2025-01-14T11:00:00+00:00,environment,2,0.5289752467488635,0.12147886876837843,4
2025-01-14T12:00:00+00:00,environment,2,0.49454287077090464,0.16169403944172023,5
2025-01-14T13:00:00+00:00,environment,2,0.4516315818479054,0.3579597899019822,4
2025-01-14T14:00:00+00:00,environment,1,0.4759102498666907,0.14197995449160633,2
2025-01-14T15:00:00+00:00,environment,1,0.4678123763969785,0.4566569560589972,4
2025-01-14T16:00:00+00:00,environment,1,0.361121901031657,0.34370179972990045,3
2025-01-14T17:00:00+00:00,environment,1,0.44417109377675956,0.33681914466110174,5
2025-01-14T18:00:00+00:00,environment,1,0.28062147209329225,0.1620412127063754,2
2025-01-14T19:00:00+00:00,environment,1,0.48900586115386135,0.5334331298303168,1
